2025-07-11 16:45:51 | INFO     | modules.log_module:info:59 - 系统状态: 系统初始化 - 开始初始化交易系统
2025-07-11 21:45:32 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:45:32 | WARNING  | modules.log_module:warning:63 - 获取数据失败 ETH/USDT: 获取ETH/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:45:32 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:45:32 | WARNING  | modules.log_module:warning:63 - 获取数据失败 ETH/USDT: 获取ETH/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:15 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:16 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:16 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:16 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:16 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:16 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:16 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:29 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:29 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:29 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:29 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 21:52:29 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:13:59 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:13:59 | WARNING  | modules.log_module:warning:63 - 获取数据失败 ETH/USDT: 获取ETH/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:13:59 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:13:59 | WARNING  | modules.log_module:warning:63 - 获取数据失败 ETH/USDT: 获取ETH/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:44 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:44 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:44 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:44 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:44 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:45 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:50 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:50 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:50 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:50 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
2025-07-11 22:15:50 | WARNING  | modules.log_module:warning:63 - 获取数据失败 BTC/USDT: 获取BTC/USDT历史数据失败: strptime() argument 1 must be str, not None, 使用模拟数据
